Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist IN,Griffith Avenue (Clare Rd Side) Cyclist OUT,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist IN,Griffith Avenue (Lane Side) Cyclist OUT,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Cyclists 1,Richmond Street Cyclists 1 Cyclist IN,Richmond Street Cyclists 1 Cyclist OUT,Richmond Street Cyclists 2 ,Richmond Street Cyclists 2  Cyclist IN,Richmond Street Cyclists 2  Cyclist OUT
14/04/2022 06:00,13,10,3,26,18,8,22,15,7,0,0,0,15,15,0,5,5,0,0,0,0,107,16,91,15,63,16,0,16,28,0,28
14/04/2022 07:00,29,28,1,60,40,20,63,41,22,0,0,0,32,32,0,14,14,0,0,0,0,234,57,177,28,144,25,1,24,69,0,69
14/04/2022 08:00,57,51,6,61,45,16,94,64,30,0,0,0,45,44,1,25,25,0,0,0,0,398,77,321,25,237,45,0,45,170,2,168
14/04/2022 09:00,23,20,3,42,27,15,53,32,21,0,0,0,33,33,0,12,12,0,1,1,0,206,31,175,26,118,51,1,50,129,1,128
14/04/2022 10:00,17,14,3,56,23,33,60,18,42,0,0,0,9,9,0,7,7,0,0,0,0,94,24,70,24,59,34,0,34,83,0,83
14/04/2022 11:00,7,4,3,53,26,27,62,30,32,0,0,0,12,12,0,6,6,0,1,1,0,93,31,62,29,52,54,0,54,87,0,87
14/04/2022 12:00,12,5,7,54,31,23,61,34,27,0,0,0,18,18,0,10,10,0,0,0,0,107,41,66,54,37,78,0,78,123,0,123
14/04/2022 13:00,22,12,10,48,19,29,60,27,33,0,0,0,12,12,0,16,16,0,1,1,0,132,57,75,64,60,82,2,80,117,1,116
14/04/2022 14:00,21,11,10,43,21,22,56,28,28,0,0,0,12,12,0,11,11,0,0,0,0,115,56,59,74,61,88,0,88,64,0,64
14/04/2022 15:00,20,7,13,39,19,20,63,26,37,0,0,0,12,12,0,9,9,0,0,0,0,116,66,50,74,45,94,0,94,82,0,82
14/04/2022 16:00,27,8,19,46,18,28,74,28,46,0,0,0,15,15,0,19,19,0,3,3,0,194,118,76,128,55,125,0,125,98,0,98
14/04/2022 17:00,40,15,25,79,30,49,102,27,75,0,0,0,17,17,0,24,24,0,0,0,0,300,189,111,215,64,203,0,203,136,1,135
14/04/2022 18:00,47,20,27,97,39,58,103,31,72,0,0,0,20,20,0,15,15,0,0,0,0,239,154,85,175,52,185,1,184,125,1,124
14/04/2022 19:00,19,9,10,63,29,34,81,31,50,0,0,0,17,17,0,9,9,0,0,0,0,170,93,77,109,47,115,0,115,153,0,153
14/04/2022 20:00,19,13,6,33,15,18,52,22,30,0,0,0,11,11,0,12,12,0,0,0,0,117,64,53,75,39,125,1,124,113,1,112
14/04/2022 21:00,12,2,10,10,7,3,12,7,5,0,0,0,4,4,0,11,11,0,0,0,0,98,66,32,47,17,91,0,91,82,0,82
14/04/2022 22:00,7,5,2,4,2,2,12,4,8,0,0,0,3,3,0,1,1,0,0,0,0,67,47,20,50,20,64,1,63,46,1,45
14/04/2022 23:00,8,4,4,4,0,4,6,1,5,0,0,0,8,7,1,4,4,0,0,0,0,48,30,18,39,7,47,0,47,44,0,44
15/04/2022 00:00,1,0,1,4,2,2,6,2,4,0,0,0,2,2,0,2,2,0,0,0,0,41,33,8,24,9,42,0,42,23,0,23
15/04/2022 01:00,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,16,12,4,14,2,9,0,9,0,0,0
15/04/2022 02:00,0,0,0,2,0,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,12,11,1,9,3,19,1,18,7,1,6
15/04/2022 03:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,3,2,11,1,17,0,17,2,0,2
15/04/2022 04:00,1,1,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,5,3,1,1,0,2,0,2
15/04/2022 05:00,0,0,0,2,1,1,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,21,4,17,9,9,4,0,4,5,0,5
15/04/2022 06:00,8,7,1,13,10,3,17,9,8,0,0,0,16,16,0,3,3,0,2,2,0,77,10,67,17,47,16,0,16,23,0,23
15/04/2022 07:00,13,11,2,45,28,17,42,23,19,0,0,0,18,18,0,6,6,0,1,1,0,105,30,75,12,71,13,0,13,35,0,35
15/04/2022 08:00,13,9,4,55,29,26,70,34,36,0,0,0,24,24,0,13,13,0,0,0,0,129,51,78,21,60,24,0,24,48,0,48
15/04/2022 09:00,18,16,2,83,38,45,65,31,34,0,0,0,14,14,0,11,11,0,0,0,0,122,44,78,31,57,27,0,27,58,1,57
15/04/2022 10:00,8,6,2,106,43,63,114,38,76,0,0,0,10,10,0,8,8,0,0,0,0,79,19,60,29,52,29,2,27,72,0,72
15/04/2022 11:00,15,7,8,108,49,59,138,65,73,0,0,0,4,4,0,10,10,0,1,1,0,95,28,67,39,64,58,0,58,89,1,88
15/04/2022 12:00,10,4,6,122,69,53,179,85,94,0,0,0,2,2,0,15,15,0,0,0,0,119,52,67,64,62,84,0,84,101,0,101
15/04/2022 13:00,20,12,8,88,41,47,130,61,69,0,0,0,6,6,0,14,14,0,1,1,0,132,58,74,77,47,104,0,104,121,1,120
15/04/2022 14:00,11,4,7,81,34,47,112,44,68,0,0,0,6,6,0,11,11,0,0,0,0,119,49,70,64,53,87,2,85,132,2,130
15/04/2022 15:00,17,11,6,84,42,42,117,61,56,0,0,0,3,3,0,11,11,0,0,0,0,120,65,55,71,47,87,0,87,79,1,78
15/04/2022 16:00,15,9,6,67,40,27,90,43,47,0,0,0,12,12,0,19,19,0,8,8,0,173,73,100,71,63,97,0,97,95,2,93
15/04/2022 17:00,18,13,5,57,27,30,92,50,42,0,0,0,5,5,0,12,12,0,11,11,0,149,68,81,64,52,115,0,115,121,0,121
15/04/2022 18:00,20,6,14,51,25,26,77,37,40,0,0,0,31,31,0,8,8,0,8,8,0,133,55,78,65,35,116,0,116,123,1,122
15/04/2022 19:00,16,7,9,38,14,24,58,27,31,0,0,0,14,14,0,11,11,0,11,11,0,115,65,50,87,55,104,1,103,105,0,105
15/04/2022 20:00,13,6,7,28,17,11,49,19,30,0,0,0,3,3,0,11,11,0,14,14,0,118,68,50,50,29,90,0,90,111,0,111
15/04/2022 21:00,8,5,3,18,8,10,24,6,18,0,0,0,7,7,0,4,4,0,5,5,0,84,51,33,49,26,78,1,77,65,0,65
15/04/2022 22:00,8,6,2,9,3,6,18,6,12,0,0,0,5,5,0,5,5,0,4,4,0,66,39,27,41,22,62,0,62,56,1,55
15/04/2022 23:00,4,1,3,7,4,3,10,6,4,0,0,0,4,4,0,0,0,0,1,1,0,45,33,12,35,6,45,0,45,40,0,40
16/04/2022 00:00,2,0,2,3,1,2,10,4,6,0,0,0,2,2,0,3,3,0,2,2,0,44,34,10,26,7,33,0,33,28,1,27
16/04/2022 01:00,0,0,0,2,0,2,3,0,3,0,0,0,3,3,0,1,1,0,1,1,0,18,13,5,16,7,15,0,15,2,0,2
16/04/2022 02:00,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,12,3,20,0,20,9,0,9
16/04/2022 03:00,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,9,9,0,11,6,14,0,14,6,0,6
16/04/2022 04:00,0,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,8,4,4,10,1,13,0,13,4,0,4
16/04/2022 05:00,1,1,0,9,6,3,14,5,9,0,0,0,2,2,0,1,1,0,0,0,0,9,3,6,3,7,3,0,3,3,0,3
16/04/2022 06:00,2,0,2,9,4,5,10,6,4,0,0,0,3,3,0,1,1,0,3,3,0,24,5,19,14,14,7,0,7,9,0,9
16/04/2022 07:00,4,3,1,35,16,19,36,16,20,0,0,0,5,5,0,3,3,0,6,6,0,43,13,30,16,17,9,1,8,17,0,17
16/04/2022 08:00,6,5,1,63,29,34,83,23,60,0,0,0,3,3,0,4,4,0,7,7,0,48,15,33,22,35,27,0,27,27,0,27
16/04/2022 09:00,15,10,5,125,56,69,133,40,93,0,0,0,2,2,0,7,7,0,5,5,0,79,28,51,25,33,16,0,16,59,0,59
16/04/2022 10:00,10,7,3,131,61,70,164,59,105,0,0,0,5,5,0,10,10,0,3,3,0,86,31,55,24,37,26,0,26,58,0,58
16/04/2022 11:00,17,11,6,126,67,59,187,61,126,0,0,0,4,4,0,11,11,0,5,5,0,97,38,59,60,35,44,0,44,84,0,84
16/04/2022 12:00,10,6,4,157,73,84,225,97,128,0,0,0,4,4,0,13,13,0,6,6,0,113,47,66,91,62,71,2,69,94,0,94
16/04/2022 13:00,20,12,8,156,83,73,200,79,121,0,0,0,11,11,0,13,13,0,0,0,0,130,49,81,72,50,65,0,65,86,0,86
16/04/2022 14:00,21,12,9,120,55,65,178,68,110,0,0,0,6,6,0,12,12,0,1,1,0,117,54,63,72,52,79,1,78,105,1,104
16/04/2022 15:00,31,21,10,139,77,62,150,80,70,0,0,0,13,13,0,11,11,0,1,1,0,115,48,67,70,47,78,0,78,83,0,83
16/04/2022 16:00,16,9,7,122,75,47,180,96,84,0,0,0,13,13,0,13,13,0,0,0,0,107,38,69,61,59,71,1,70,86,0,86
16/04/2022 17:00,9,5,4,65,38,27,97,60,37,0,0,0,7,7,0,10,10,0,1,1,0,96,41,55,68,51,83,1,82,84,0,84
16/04/2022 18:00,11,4,7,69,44,25,90,50,40,0,0,0,16,16,0,5,5,0,1,1,0,87,52,35,65,39,89,0,89,78,2,76
16/04/2022 19:00,25,16,9,44,23,21,49,27,22,0,0,0,8,8,0,7,7,0,2,2,0,88,46,42,58,54,84,1,83,94,0,94
16/04/2022 20:00,17,9,8,14,8,6,40,24,16,0,0,0,6,6,0,11,11,0,0,0,0,75,34,41,43,50,59,1,58,105,1,104
16/04/2022 21:00,8,4,4,13,9,4,9,3,6,0,0,0,9,9,0,2,2,0,0,0,0,60,29,31,28,23,54,1,53,84,0,84
16/04/2022 22:00,9,6,3,7,4,3,10,3,7,0,0,0,5,5,0,4,4,0,1,1,0,43,30,13,28,15,46,1,45,53,0,53
16/04/2022 23:00,7,3,4,5,2,3,8,0,8,0,0,0,1,1,0,6,6,0,4,4,0,36,24,12,33,8,34,0,34,37,0,37
17/04/2022 00:00,2,0,2,1,0,1,4,1,3,0,0,0,2,2,0,0,0,0,0,0,0,33,18,15,16,7,27,0,27,20,0,20
17/04/2022 01:00,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,17,14,3,18,6,10,0,10,2,0,2
17/04/2022 02:00,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,16,5,12,0,12,7,0,7
17/04/2022 03:00,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,6,4,15,2,15,0,15,2,0,2
17/04/2022 04:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,7,1,6,0,6,4,0,4
17/04/2022 05:00,1,1,0,3,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,2,3,8,0,8,4,0,4
17/04/2022 06:00,2,2,0,3,2,1,11,5,6,0,0,0,2,2,0,2,2,0,0,0,0,21,5,16,11,11,5,0,5,10,0,10
17/04/2022 07:00,4,4,0,19,9,10,29,13,16,0,0,0,8,8,0,2,2,0,0,0,0,29,15,14,11,14,8,0,8,15,0,15
17/04/2022 08:00,2,1,1,63,28,35,56,20,36,0,0,0,6,6,0,5,5,0,3,3,0,41,8,33,16,15,13,0,13,25,0,25
17/04/2022 09:00,8,4,4,75,30,45,91,31,60,0,0,0,3,3,0,1,1,0,0,0,0,52,21,31,22,35,19,0,19,33,0,33
17/04/2022 10:00,4,3,1,84,50,34,83,33,50,0,0,0,2,2,0,6,6,0,0,0,0,52,15,37,18,21,23,0,23,40,0,40
17/04/2022 11:00,7,5,2,88,38,50,105,42,63,0,0,0,6,6,0,5,5,0,0,0,0,81,28,53,18,32,21,0,21,42,0,42
17/04/2022 12:00,11,8,3,73,42,31,104,55,49,0,0,0,3,3,0,9,9,0,0,0,0,69,27,42,30,36,47,0,47,52,0,52
17/04/2022 13:00,8,6,2,54,28,26,64,34,30,0,0,0,5,5,0,5,5,0,1,1,0,64,27,37,42,34,47,0,47,58,0,58
17/04/2022 14:00,10,7,3,19,9,10,23,12,11,0,0,0,4,3,1,5,5,0,0,0,0,45,19,26,29,27,58,1,57,55,0,55
17/04/2022 15:00,7,5,2,7,4,3,11,5,6,0,0,0,2,2,0,3,3,0,0,0,0,39,22,17,36,20,41,1,40,47,0,47
17/04/2022 16:00,7,6,1,10,7,3,15,5,10,0,0,0,6,6,0,11,11,0,0,0,0,47,16,31,26,27,41,0,41,66,0,66
17/04/2022 17:00,6,3,3,21,11,10,31,15,16,0,0,0,5,5,0,4,4,0,0,0,0,70,29,41,51,34,41,0,41,83,0,83
17/04/2022 18:00,9,6,3,16,10,6,29,12,17,0,0,0,6,6,0,9,9,0,0,0,0,68,41,27,42,29,47,1,46,78,0,78
17/04/2022 19:00,10,6,4,17,11,6,35,17,18,0,0,0,7,6,1,4,4,0,1,1,0,65,31,34,39,32,68,0,68,85,0,85
17/04/2022 20:00,3,1,2,14,6,8,20,11,9,0,0,0,2,1,1,4,4,0,1,1,0,81,35,46,44,29,56,0,56,66,0,66
17/04/2022 21:00,2,2,0,13,7,6,15,7,8,0,0,0,4,4,0,3,3,0,2,2,0,54,28,26,21,33,55,1,54,48,0,48
17/04/2022 22:00,4,2,2,3,2,1,4,1,3,0,0,0,4,4,0,3,3,0,3,3,0,52,20,32,24,19,17,0,17,49,0,49
17/04/2022 23:00,3,1,2,5,3,2,5,2,3,0,0,0,0,0,0,0,0,0,2,2,0,30,24,6,9,7,1,1,0,21,0,21
18/04/2022 00:00,1,0,1,0,0,0,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0,13,10,3,10,3,1,0,1,15,1,14
18/04/2022 01:00,0,0,0,2,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,8,4,4,7,1,2,0,2,2,0,2
18/04/2022 02:00,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,7,2,5,0,5,3,0,3
18/04/2022 03:00,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,7,4,5,0,5,2,0,2
18/04/2022 04:00,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,2,4,4,2,3,0,3,2,0,2
18/04/2022 05:00,1,1,0,4,1,3,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,11,1,10,7,6,4,0,4,6,0,6
18/04/2022 06:00,3,2,1,6,5,1,7,5,2,0,0,0,1,1,0,0,0,0,0,0,0,33,6,27,8,10,5,0,5,15,0,15
18/04/2022 07:00,4,2,2,24,8,16,26,6,20,0,0,0,5,5,0,0,0,0,0,0,0,32,9,23,18,23,7,0,7,12,0,12
18/04/2022 08:00,7,6,1,59,29,30,63,28,35,0,0,0,8,8,0,3,3,0,0,0,0,48,15,33,13,24,16,0,16,19,0,19
18/04/2022 09:00,7,5,2,97,30,67,116,32,84,0,0,0,6,6,0,2,2,0,0,0,0,56,17,39,21,37,19,0,19,47,0,47
18/04/2022 10:00,14,7,7,164,78,86,192,84,108,0,0,0,9,8,1,7,7,0,0,0,0,80,27,53,33,34,23,0,23,43,0,43
18/04/2022 11:00,8,5,3,197,97,100,222,104,118,0,0,0,13,13,0,9,9,0,0,0,0,70,24,46,28,25,24,0,24,65,0,65
18/04/2022 12:00,5,3,2,126,67,59,165,83,82,0,0,0,1,1,0,10,10,0,2,2,0,81,34,47,29,31,51,0,51,74,0,74
18/04/2022 13:00,26,15,11,100,51,49,127,59,68,0,0,0,5,5,0,8,8,0,1,1,0,118,47,71,49,50,62,0,62,97,1,96
18/04/2022 14:00,10,5,5,58,29,29,71,41,30,0,0,0,5,5,0,6,6,0,0,0,0,75,43,32,20,28,42,0,42,58,0,58
18/04/2022 15:00,7,4,3,33,19,14,49,25,24,0,0,0,3,3,0,9,9,0,0,0,0,56,35,21,33,31,60,0,60,46,0,46
18/04/2022 16:00,13,8,5,27,13,14,35,18,17,0,0,0,1,1,0,4,4,0,2,2,0,87,38,49,32,21,64,0,64,64,0,64
18/04/2022 17:00,11,7,4,32,18,14,37,18,19,0,0,0,7,7,0,7,7,0,2,2,0,99,57,42,56,21,72,0,72,88,0,88
18/04/2022 18:00,15,7,8,50,27,23,73,36,37,0,0,0,7,7,0,2,2,0,4,4,0,93,50,43,47,28,91,0,91,81,1,80
18/04/2022 19:00,10,6,4,49,22,27,60,30,30,0,0,0,7,7,0,8,8,0,0,0,0,70,41,29,46,29,98,1,97,69,1,68
18/04/2022 20:00,10,4,6,27,13,14,39,18,21,0,0,0,0,0,0,6,6,0,4,4,0,80,44,36,38,40,77,0,77,77,0,77
18/04/2022 21:00,7,4,3,12,9,3,16,5,11,0,0,0,2,2,0,4,4,0,1,1,0,83,42,41,38,21,47,1,46,63,0,63
18/04/2022 22:00,5,2,3,12,8,4,14,7,7,0,0,0,5,5,0,1,1,0,1,1,0,41,22,19,23,8,10,0,10,39,2,37
18/04/2022 23:00,1,1,0,3,1,2,9,4,5,0,0,0,2,2,0,0,0,0,0,0,0,20,9,11,15,1,27,0,27,15,0,15
19/04/2022 00:00,1,1,0,2,1,1,3,0,3,0,0,0,5,5,0,0,0,0,0,0,0,19,17,2,16,1,16,0,16,11,0,11
19/04/2022 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,1,0,1,0,0,0
19/04/2022 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,4,2,0,2
19/04/2022 03:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,3,0,3,1,0,1
19/04/2022 04:00,2,1,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,9,0,9,1,2,4,0,4,2,0,2
19/04/2022 05:00,3,3,0,2,1,1,7,4,3,0,0,0,0,0,0,1,1,0,0,0,0,30,9,21,3,15,2,0,2,5,0,5
19/04/2022 06:00,9,9,0,33,22,11,32,19,13,0,0,0,11,11,0,2,2,0,3,3,0,119,17,102,16,73,13,0,13,36,0,36
19/04/2022 07:00,30,27,3,68,46,22,69,50,19,0,0,0,30,30,0,20,20,0,11,11,0,239,57,182,29,147,25,1,24,64,0,64
19/04/2022 08:00,79,72,7,75,57,18,97,74,23,0,0,0,60,60,0,19,19,0,18,18,0,431,82,349,32,257,44,0,44,157,0,157
19/04/2022 09:00,25,22,3,60,35,25,67,36,31,0,0,0,21,21,0,9,9,0,17,17,0,200,38,162,25,117,31,0,31,114,0,114
19/04/2022 10:00,11,7,4,73,34,39,74,30,44,0,0,0,6,6,0,6,6,0,8,8,0,71,21,50,13,30,26,0,26,64,0,64
19/04/2022 11:00,16,11,5,87,39,48,89,43,46,0,0,0,6,6,0,11,11,0,11,11,0,80,25,55,20,32,43,0,43,74,0,74
19/04/2022 12:00,8,5,3,76,31,45,94,45,49,0,0,0,5,5,0,11,11,0,11,11,0,100,36,64,37,29,71,0,71,80,0,80
19/04/2022 13:00,22,17,5,65,31,34,89,46,43,0,0,0,3,3,0,14,14,0,12,12,0,109,43,66,48,39,73,1,72,89,1,88
19/04/2022 14:00,16,8,8,69,39,30,98,45,53,0,0,0,3,3,0,20,20,0,9,9,0,100,52,48,69,36,62,1,61,84,0,84
19/04/2022 15:00,14,7,7,58,33,25,66,34,32,0,0,0,5,5,0,9,9,0,15,15,0,124,68,56,76,40,71,0,71,84,0,84
19/04/2022 16:00,27,7,20,67,33,34,88,48,40,0,0,0,9,9,0,18,18,0,23,23,0,172,107,65,146,48,118,0,118,63,0,63
19/04/2022 17:00,53,16,37,130,44,86,155,46,109,0,0,0,1,1,0,29,29,0,29,29,0,362,229,133,260,37,245,3,242,92,0,92
19/04/2022 18:00,36,14,22,141,45,96,187,64,123,0,0,0,18,17,1,28,28,0,4,4,0,283,166,117,168,48,160,0,160,128,2,126
19/04/2022 19:00,26,12,14,129,49,80,155,70,85,0,0,0,9,9,0,17,17,0,2,2,0,173,93,80,129,39,151,0,151,117,0,117
19/04/2022 20:00,13,4,9,51,27,24,49,28,21,0,0,0,8,8,0,12,12,0,2,2,0,123,72,51,65,26,97,2,95,109,1,108
19/04/2022 21:00,6,2,4,20,14,6,28,17,11,0,0,0,3,3,0,8,8,0,4,4,0,80,53,27,43,23,87,2,85,60,0,60
19/04/2022 22:00,6,3,3,9,4,5,18,6,12,0,0,0,3,3,0,2,2,0,8,8,0,69,45,24,39,16,18,0,18,30,0,30
19/04/2022 23:00,5,1,4,4,2,2,5,2,3,0,0,0,3,3,0,2,2,0,2,2,0,42,29,13,23,10,0,0,0,20,0,20
20/04/2022 00:00,2,1,1,1,0,1,2,1,1,0,0,0,3,3,0,1,1,0,0,0,0,15,14,1,11,1,10,0,10,6,0,6
20/04/2022 01:00,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,9,1,3,0,1,0,1,0,0,0
20/04/2022 02:00,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,1,2,0,2,2,0,2
20/04/2022 03:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,2,2,0,2,1,0,1
20/04/2022 04:00,0,0,0,1,1,0,2,1,1,0,0,0,5,5,0,0,0,0,0,0,0,10,2,8,3,5,2,0,2,3,0,3
20/04/2022 05:00,2,2,0,7,4,3,9,4,5,0,0,0,3,3,0,2,2,0,0,0,0,35,6,29,4,24,5,0,5,5,0,5
20/04/2022 06:00,16,15,1,37,25,12,39,25,14,0,0,0,28,28,0,3,3,0,4,4,0,123,17,106,21,86,13,0,13,47,0,47
20/04/2022 07:00,33,28,5,83,60,23,95,71,24,0,0,0,27,27,0,15,15,0,0,0,0,289,72,217,28,156,27,0,27,86,0,86
20/04/2022 08:00,88,82,6,112,88,24,135,108,27,0,0,0,32,32,0,18,18,0,0,0,0,544,103,441,37,285,56,0,56,174,0,174
20/04/2022 09:00,39,35,4,67,36,31,78,45,33,0,0,0,21,21,0,12,12,0,0,0,0,218,54,164,30,137,41,0,41,107,0,107
20/04/2022 10:00,23,17,6,66,30,36,92,38,54,0,0,0,8,8,0,7,7,0,0,0,0,103,24,79,24,39,36,0,36,85,0,85
20/04/2022 11:00,12,7,5,83,40,43,107,46,61,0,0,0,10,10,0,9,9,0,0,0,0,97,37,60,30,53,48,1,47,74,0,74
20/04/2022 12:00,20,10,10,84,36,48,129,49,80,0,0,0,6,6,0,11,11,0,0,0,0,118,48,70,55,56,63,0,63,102,1,101
20/04/2022 13:00,23,14,9,89,47,42,134,61,73,0,0,0,4,4,0,14,14,0,0,0,0,108,55,53,57,47,81,0,81,95,0,95
20/04/2022 14:00,12,6,6,72,42,30,113,59,54,0,0,0,4,4,0,8,8,0,0,0,0,124,62,62,73,44,74,0,74,97,0,97
20/04/2022 15:00,29,17,12,86,34,52,112,49,63,0,0,0,4,4,0,11,11,0,0,0,0,122,76,46,87,48,81,0,81,90,0,90
20/04/2022 16:00,29,12,17,99,42,57,143,64,79,0,0,0,14,13,1,17,17,0,0,0,0,228,136,92,149,49,133,0,133,85,1,84
20/04/2022 17:00,66,25,41,161,74,87,210,93,117,0,0,0,13,13,0,20,20,0,0,0,0,368,237,131,295,66,205,1,204,120,1,119
20/04/2022 18:00,37,11,26,174,60,114,239,70,169,0,0,0,11,11,0,14,14,0,0,0,0,312,205,107,240,72,211,2,209,125,1,124
20/04/2022 19:00,24,9,15,135,65,70,168,82,86,0,0,0,8,8,0,25,25,0,0,0,0,201,101,100,97,45,144,1,143,103,0,103
20/04/2022 20:00,15,6,9,92,45,47,119,60,59,0,0,0,5,5,0,8,8,0,0,0,0,129,87,42,65,39,103,0,103,103,2,101
20/04/2022 21:00,7,3,4,34,25,9,51,27,24,0,0,0,3,3,0,12,12,0,0,0,0,101,59,42,44,18,91,1,90,82,1,81
20/04/2022 22:00,5,3,2,7,4,3,15,6,9,0,0,0,2,2,0,8,8,0,1,1,0,92,52,40,48,8,78,2,76,58,2,56
20/04/2022 23:00,3,2,1,3,1,2,5,2,3,0,0,0,0,0,0,5,5,0,0,0,0,45,35,10,31,9,49,1,48,30,2,28
21/04/2022 00:00,2,1,1,2,2,0,6,3,3,0,0,0,1,1,0,2,2,0,0,0,0,33,24,9,7,5,23,0,23,18,0,18
21/04/2022 01:00,1,0,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,1,1,0,14,11,3,7,4,3,0,3,1,0,1
21/04/2022 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,7,0,7,0,7,0,0,0
21/04/2022 03:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,3,1,2,5,1,4,5,0,5
21/04/2022 04:00,1,1,0,5,4,1,2,1,1,0,0,0,4,4,0,1,1,0,0,0,0,7,1,6,3,5,1,0,1,4,0,4
21/04/2022 05:00,1,1,0,6,3,3,12,6,6,0,0,0,2,2,0,0,0,0,0,0,0,34,11,23,5,19,6,0,6,10,0,10
21/04/2022 06:00,18,15,3,36,25,11,35,26,9,0,0,0,27,26,1,6,6,0,4,4,0,127,22,105,16,86,12,0,12,39,0,39
21/04/2022 07:00,34,30,4,75,56,19,77,56,21,0,0,0,36,36,0,17,17,0,0,0,0,247,63,184,26,152,36,0,36,91,0,91
21/04/2022 08:00,76,70,6,88,65,23,114,88,26,0,0,0,62,62,0,21,21,0,0,0,0,494,68,426,32,270,55,0,55,177,0,177
21/04/2022 09:00,26,21,5,55,36,19,68,42,26,0,0,0,33,33,0,14,14,0,0,0,0,226,41,185,30,120,40,0,40,132,0,132
21/04/2022 10:00,20,12,8,55,25,30,77,31,46,0,0,0,18,18,0,4,4,0,0,0,0,95,30,65,28,48,30,1,29,77,1,76
21/04/2022 11:00,15,8,7,64,28,36,78,41,37,0,0,0,13,13,0,13,13,0,0,0,0,108,30,78,33,40,28,0,28,91,0,91
21/04/2022 12:00,20,16,4,73,36,37,82,46,36,0,0,0,9,9,0,7,7,0,0,0,0,150,53,97,52,39,91,1,90,98,1,97
21/04/2022 13:00,17,7,10,60,35,25,86,49,37,0,0,0,14,14,0,9,9,0,0,0,0,136,59,77,72,48,89,1,88,109,0,109
21/04/2022 14:00,23,14,9,54,25,29,79,39,40,0,0,0,6,6,0,17,17,0,2,2,0,134,70,64,79,55,81,0,81,66,0,66
21/04/2022 15:00,21,9,12,47,17,30,87,34,53,0,0,0,15,15,0,15,15,0,10,10,0,133,71,62,71,49,76,0,76,88,0,88
