Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist IN,Griffith Avenue (Clare Rd Side) Cyclist OUT,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist IN,Griffith Avenue (Lane Side) Cyclist OUT,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Cyclists 1,Richmond Street Cyclists 1 Cyclist IN,Richmond Street Cyclists 1 Cyclist OUT,Richmond Street Cyclists 2 ,Richmond Street Cyclists 2  Cyclist IN,Richmond Street Cyclists 2  Cyclist OUT
17/08/2022 01:00,0,0,0,2,2,0,4,1,3,0,0,0,2,2,0,3,3,0,1,1,0,10,7,3,0,,4,0,4,0,0,0
17/08/2022 02:00,1,0,1,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,,13,0,13,4,1,3
17/08/2022 03:00,0,0,0,1,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,3,0,,4,0,4,1,0,1
17/08/2022 04:00,1,0,1,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,,2,0,2,1,0,1
17/08/2022 05:00,4,4,0,6,2,4,13,9,4,0,0,0,4,4,0,1,1,0,0,0,0,28,5,23,0,,4,0,4,5,0,5
17/08/2022 06:00,22,17,5,46,27,19,49,34,15,0,0,0,22,22,0,7,7,0,0,0,0,156,30,126,0,,10,0,10,44,0,44
17/08/2022 07:00,42,37,5,78,68,10,88,73,15,0,0,0,64,64,0,12,12,0,5,5,0,318,64,254,0,,29,1,28,92,0,92
17/08/2022 08:00,106,100,6,92,71,21,134,105,29,0,0,0,79,78,1,14,14,0,6,6,0,549,82,467,0,,86,0,86,199,0,199
17/08/2022 09:00,45,37,8,50,33,17,65,43,22,0,0,0,37,36,1,15,15,0,13,13,0,239,41,198,0,,42,0,42,130,0,130
17/08/2022 10:00,14,11,3,42,17,25,32,14,18,0,0,0,16,16,0,5,5,0,4,4,0,84,30,54,0,,35,1,34,66,2,64
17/08/2022 11:00,9,6,3,46,24,22,61,31,30,0,0,0,7,7,0,6,6,0,5,5,0,76,22,54,0,,28,0,28,51,0,51
17/08/2022 12:00,18,8,10,37,18,19,47,21,26,0,0,0,6,6,0,7,7,0,7,7,0,114,47,67,0,,60,0,60,103,0,103
17/08/2022 13:00,13,5,8,18,11,7,30,11,19,0,0,0,7,6,1,3,3,0,8,8,0,105,47,58,0,,78,0,78,97,2,95
17/08/2022 14:00,17,10,7,29,14,15,47,14,33,0,0,0,5,5,0,9,9,0,8,8,0,100,52,48,0,,63,1,62,84,0,84
17/08/2022 15:00,16,9,7,52,21,31,68,27,41,0,0,0,4,4,0,12,12,0,7,7,0,134,69,65,0,,83,0,83,67,1,66
17/08/2022 16:00,43,13,30,70,27,43,93,34,59,0,0,0,5,5,0,20,20,0,18,18,0,246,154,92,0,,132,0,132,101,0,101
17/08/2022 17:00,59,14,45,128,30,98,178,48,130,0,0,0,12,12,0,33,33,0,25,25,0,446,308,138,0,,230,1,229,138,2,136
17/08/2022 18:00,53,15,38,171,54,117,213,64,149,0,0,0,29,29,0,33,33,0,7,7,0,386,243,143,0,,187,1,186,145,0,145
17/08/2022 19:00,34,13,21,142,71,71,160,73,87,0,0,0,8,8,0,21,21,0,4,4,0,213,127,86,0,,143,0,143,121,0,121
17/08/2022 20:00,24,11,13,77,42,35,92,43,49,0,0,0,8,8,0,8,8,0,19,19,0,123,68,55,0,,91,0,91,105,0,105
17/08/2022 21:00,11,8,3,27,13,14,42,22,20,0,0,0,6,6,0,13,13,0,6,6,0,96,69,27,0,,87,0,87,57,1,56
17/08/2022 22:00,11,6,5,17,8,9,21,9,12,0,0,0,5,5,0,3,3,0,3,3,0,87,61,26,0,,57,1,56,47,0,47
17/08/2022 23:00,5,0,5,4,1,3,11,3,8,0,0,0,6,6,0,3,3,0,1,1,0,32,24,8,0,,34,0,34,22,1,21
18/08/2022 00:00,1,0,1,4,2,2,8,4,4,0,0,0,1,1,0,3,3,0,0,0,0,21,17,4,0,,27,0,27,19,0,19
18/08/2022 01:00,0,0,0,3,2,1,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,15,11,4,0,,5,0,5,0,0,0
18/08/2022 02:00,0,0,0,3,3,0,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,5,4,1,0,,7,0,7,4,0,4
18/08/2022 03:00,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8,6,2,0,,7,0,7,1,0,1
18/08/2022 04:00,3,2,1,1,1,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,5,2,3,0,,1,0,1,0,0,0
18/08/2022 05:00,4,3,1,8,4,4,11,4,7,0,0,0,3,3,0,2,2,0,0,0,0,38,6,32,0,,3,0,3,8,0,8
18/08/2022 06:00,25,21,4,26,17,9,34,23,11,0,0,0,30,29,1,10,10,0,0,0,0,148,28,120,0,,10,0,10,35,0,35
18/08/2022 07:00,42,37,5,61,45,16,61,46,15,0,0,0,42,42,0,18,18,0,0,0,0,311,75,236,0,,31,0,31,80,0,80
18/08/2022 08:00,98,89,9,84,62,22,118,97,21,0,0,0,84,81,3,15,15,0,0,0,0,567,90,477,0,,78,0,78,185,0,185
18/08/2022 09:00,49,38,11,35,25,10,57,41,16,0,0,0,34,34,0,11,11,0,0,0,0,257,41,216,0,,40,1,39,126,0,126
18/08/2022 10:00,23,18,5,48,22,26,50,21,29,0,0,0,9,9,0,2,2,0,0,0,0,110,42,68,0,,29,1,28,71,0,71
18/08/2022 11:00,14,10,4,45,24,21,50,27,23,0,0,0,4,4,0,9,9,0,0,0,0,101,36,65,0,,43,0,43,66,0,66
18/08/2022 12:00,21,13,8,52,26,26,55,24,31,0,0,0,6,6,0,8,8,0,0,0,0,100,40,60,0,,68,0,68,96,3,93
18/08/2022 13:00,15,10,5,38,23,15,54,31,23,0,0,0,12,12,0,17,17,0,0,0,0,108,43,65,0,,89,0,89,107,1,106
18/08/2022 14:00,22,12,10,46,17,29,66,24,42,0,0,0,7,7,0,13,13,0,0,0,0,118,57,61,0,,71,0,71,89,0,89
18/08/2022 15:00,35,15,20,43,16,27,81,32,49,0,0,0,5,5,0,10,10,0,0,0,0,120,70,50,0,,60,0,60,80,0,80
18/08/2022 16:00,37,10,27,74,29,45,110,40,70,0,0,0,6,6,0,18,18,0,1,1,0,250,144,106,0,,108,0,108,94,0,94
18/08/2022 17:00,74,26,48,108,33,75,157,47,110,0,0,0,17,16,1,26,26,0,1,1,0,392,271,121,0,,228,1,227,118,0,118
18/08/2022 18:00,61,13,48,150,45,105,193,46,147,0,0,0,11,11,0,28,28,0,0,0,0,322,208,114,0,,178,0,178,144,1,143
18/08/2022 19:00,31,17,14,93,36,57,128,54,74,0,0,0,11,10,1,11,11,0,0,0,0,185,101,84,0,,143,1,142,127,1,126
18/08/2022 20:00,17,9,8,85,41,44,112,62,50,0,0,0,9,9,0,16,16,0,1,1,0,148,81,67,0,,99,0,99,106,1,105
18/08/2022 21:00,10,3,7,24,11,13,33,16,17,0,0,0,4,4,0,8,8,0,0,0,0,114,73,41,0,,66,1,65,75,1,74
18/08/2022 22:00,9,3,6,14,7,7,26,7,19,0,0,0,4,4,0,8,8,0,0,0,0,84,56,28,0,,69,1,68,46,0,46
18/08/2022 23:00,5,2,3,7,3,4,16,4,12,0,0,0,8,8,0,0,0,0,0,0,0,57,47,10,0,,50,0,50,24,0,24
19/08/2022 00:00,0,0,0,2,1,1,5,3,2,0,0,0,5,5,0,2,2,0,0,0,0,27,21,6,0,,35,0,35,16,0,16
19/08/2022 01:00,2,0,2,5,3,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,16,14,2,0,,8,0,8,0,0,0
19/08/2022 02:00,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,3,2,0,,10,1,9,4,0,4
19/08/2022 03:00,0,0,0,0,0,0,2,0,2,0,0,0,3,3,0,2,2,0,0,0,0,11,10,1,0,,15,0,15,3,0,3
19/08/2022 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,,2,0,2,2,0,2
19/08/2022 05:00,3,2,1,9,7,2,12,8,4,0,0,0,7,7,0,1,1,0,0,0,0,29,6,23,0,,4,0,4,5,0,5
19/08/2022 06:00,20,17,3,27,16,11,41,21,20,0,0,0,27,27,0,11,11,0,0,0,0,127,19,108,0,,13,0,13,34,0,34
19/08/2022 07:00,25,20,5,66,43,23,70,43,27,0,0,0,50,50,0,8,8,0,0,0,0,232,63,169,0,,40,0,40,70,2,68
19/08/2022 08:00,66,58,8,91,60,31,94,65,29,0,0,0,43,43,0,17,17,0,0,0,0,328,67,261,0,,52,1,51,123,0,123
19/08/2022 09:00,26,21,5,52,27,25,60,37,23,0,0,0,15,15,0,11,11,0,0,0,0,191,39,152,0,,37,0,37,118,0,118
19/08/2022 10:00,20,13,7,60,28,32,65,28,37,0,0,0,23,23,0,7,7,0,0,0,0,98,33,65,0,,29,0,29,65,0,65
19/08/2022 11:00,24,13,11,60,24,36,59,27,32,0,0,0,4,4,0,8,8,0,0,0,0,114,41,73,0,,62,0,62,77,0,77
19/08/2022 12:00,18,11,7,68,35,33,68,31,37,0,0,0,9,9,0,10,10,0,0,0,0,138,49,89,0,,70,1,69,117,0,117
19/08/2022 13:00,28,15,13,48,22,26,64,28,36,0,0,0,8,8,0,13,13,0,0,0,0,155,65,90,0,,81,1,80,132,0,132
19/08/2022 14:00,8,4,4,46,24,22,59,19,40,0,0,0,8,8,0,8,8,0,0,0,0,132,70,62,0,,98,1,97,97,0,97
19/08/2022 15:00,29,16,13,55,19,36,86,33,53,0,0,0,9,9,0,8,8,0,0,0,0,153,77,76,0,,52,0,52,75,0,75
19/08/2022 16:00,26,13,13,84,39,45,98,45,53,0,0,0,9,9,0,21,21,0,0,0,0,205,113,92,0,,109,1,108,88,0,88
19/08/2022 17:00,47,14,33,101,34,67,143,45,98,0,0,0,18,18,0,15,15,0,0,0,0,310,181,129,0,,184,2,182,127,0,127
19/08/2022 18:00,30,14,16,86,43,43,135,60,75,0,0,0,23,22,1,16,16,0,0,0,0,225,123,102,0,,140,2,138,121,0,121
19/08/2022 19:00,21,12,9,76,32,44,95,39,56,0,0,0,14,14,0,8,8,0,0,0,0,189,102,87,0,,106,1,105,104,1,103
19/08/2022 20:00,9,3,6,41,22,19,61,35,26,0,0,0,13,13,0,9,9,0,0,0,0,146,65,81,0,,80,0,80,73,1,72
19/08/2022 21:00,10,5,5,24,13,11,30,9,21,0,0,0,1,1,0,7,7,0,0,0,0,93,50,43,0,,65,0,65,82,0,82
19/08/2022 22:00,6,4,2,8,3,5,13,5,8,0,0,0,12,12,0,9,9,0,0,0,0,84,58,26,0,,53,2,51,46,0,46
19/08/2022 23:00,0,0,0,7,3,4,7,1,6,0,0,0,10,10,0,3,3,0,0,0,0,63,46,17,0,,46,0,46,32,0,32
20/08/2022 00:00,2,0,2,3,2,1,7,5,2,0,0,0,3,3,0,3,3,0,0,0,0,47,37,10,0,,44,0,44,21,1,20
20/08/2022 01:00,1,1,0,8,3,5,7,4,3,0,0,0,4,4,0,3,3,0,0,0,0,29,22,7,0,,11,1,10,3,0,3
20/08/2022 02:00,0,0,0,3,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4,0,,30,0,30,6,0,6
20/08/2022 03:00,0,0,0,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,0,,14,0,14,5,0,5
20/08/2022 04:00,0,0,0,3,1,2,4,2,2,0,0,0,3,3,0,1,1,0,0,0,0,8,5,3,0,,12,0,12,3,0,3
20/08/2022 05:00,0,0,0,5,3,2,5,3,2,0,0,0,5,5,0,0,0,0,0,0,0,11,6,5,0,,2,0,2,3,0,3
20/08/2022 06:00,2,2,0,17,10,7,19,12,7,0,0,0,17,17,0,2,2,0,0,0,0,47,12,35,0,,10,0,10,4,0,4
20/08/2022 07:00,5,4,1,27,10,17,30,12,18,0,0,0,10,10,0,10,10,0,1,1,0,51,12,39,0,,7,0,7,16,0,16
20/08/2022 08:00,29,10,19,60,24,36,58,23,35,0,0,0,16,16,0,4,4,0,0,0,0,70,20,50,0,,18,0,18,40,0,40
20/08/2022 09:00,13,7,6,60,21,39,73,28,45,0,0,0,19,19,0,5,5,0,0,0,0,90,30,60,0,,31,0,31,64,1,63
20/08/2022 10:00,11,8,3,67,34,33,93,37,56,0,0,0,15,15,0,7,7,0,0,0,0,98,33,65,0,,19,1,18,73,1,72
20/08/2022 11:00,7,5,2,81,37,44,113,38,75,0,0,0,6,6,0,17,17,0,0,0,0,117,40,77,0,,43,0,43,78,0,78
20/08/2022 12:00,11,7,4,80,35,45,119,59,60,0,0,0,9,8,1,12,12,0,0,0,0,143,62,81,0,,67,1,66,91,0,91
20/08/2022 13:00,21,12,9,79,38,41,127,58,69,0,0,0,10,10,0,12,12,0,1,1,0,134,46,88,0,,79,0,79,123,1,122
20/08/2022 14:00,13,5,8,77,35,42,101,45,56,0,0,0,14,14,0,12,12,0,1,1,0,144,70,74,0,,73,0,73,109,1,108
20/08/2022 15:00,18,7,11,73,33,40,89,47,42,0,0,0,9,9,0,7,7,0,3,3,0,120,56,64,0,,95,0,95,119,1,118
20/08/2022 16:00,23,15,8,64,39,25,80,37,43,0,0,0,12,12,0,10,10,0,0,0,0,114,53,61,0,,94,0,94,102,0,102
20/08/2022 17:00,16,5,11,89,52,37,90,49,41,0,0,0,14,14,0,10,10,0,0,0,0,113,49,64,0,,87,0,87,91,0,91
20/08/2022 18:00,21,11,10,56,33,23,83,49,34,0,0,0,9,9,0,10,10,0,0,0,0,139,57,82,0,,73,1,72,94,1,93
20/08/2022 19:00,15,8,7,33,10,23,38,10,28,0,0,0,9,9,0,7,7,0,0,0,0,104,57,47,0,,105,1,104,101,1,100
20/08/2022 20:00,7,2,5,23,11,12,37,15,22,0,0,0,4,4,0,7,7,0,4,4,0,100,52,48,0,,70,2,68,82,0,82
20/08/2022 21:00,5,3,2,12,5,7,19,9,10,0,0,0,6,6,0,10,10,0,4,4,0,56,32,24,0,,45,2,43,62,2,60
20/08/2022 22:00,9,5,4,10,4,6,11,5,6,0,0,0,9,9,0,4,4,0,8,8,0,49,33,16,0,,58,0,58,47,0,47
20/08/2022 23:00,5,2,3,4,2,2,14,4,10,0,0,0,4,4,0,2,2,0,1,1,0,45,32,13,0,,32,1,31,29,0,29
21/08/2022 00:00,3,1,2,1,0,1,3,1,2,0,0,0,3,3,0,4,4,0,3,3,0,40,31,9,0,,23,0,23,17,0,17
21/08/2022 01:00,0,0,0,6,6,0,3,3,0,0,0,0,1,1,0,3,3,0,0,0,0,25,19,6,0,,9,1,8,1,0,1
21/08/2022 02:00,0,0,0,2,1,1,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,11,9,2,0,,23,1,22,8,0,8
21/08/2022 03:00,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,8,6,2,0,,24,0,24,5,1,4
21/08/2022 04:00,0,0,0,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,,8,0,8,3,0,3
21/08/2022 05:00,1,0,1,2,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,,2,0,2,6,0,6
21/08/2022 06:00,2,2,0,12,8,4,16,10,6,0,0,0,7,7,0,2,2,0,1,1,0,30,9,21,0,,4,1,3,8,0,8
21/08/2022 07:00,6,5,1,33,14,19,43,19,24,0,0,0,14,13,1,5,5,0,2,2,0,40,7,33,0,,8,0,8,13,0,13
21/08/2022 08:00,6,5,1,88,36,52,94,26,68,0,0,0,12,12,0,4,4,0,0,0,0,56,25,31,0,,15,0,15,22,0,22
21/08/2022 09:00,7,5,2,139,52,87,158,64,94,0,0,0,10,10,0,12,12,0,1,1,0,64,16,48,0,,13,0,13,44,0,44
21/08/2022 10:00,9,7,2,176,69,107,206,74,132,0,0,0,7,7,0,13,13,0,3,3,0,88,30,58,0,,25,0,25,38,0,38
21/08/2022 11:00,21,12,9,248,109,139,264,121,143,0,0,0,9,9,0,15,15,0,3,3,0,118,40,78,0,,35,0,35,82,0,82
21/08/2022 12:00,17,7,10,222,107,115,243,120,123,0,0,0,8,8,0,18,18,0,5,5,0,147,37,110,0,,67,0,67,102,0,102
21/08/2022 13:00,15,8,7,218,115,103,251,120,131,0,0,0,7,6,1,13,13,0,5,5,0,139,57,82,0,,67,0,67,105,1,104
21/08/2022 14:00,16,5,11,219,116,103,240,106,134,0,0,0,9,9,0,18,18,0,2,2,0,119,50,69,0,,71,0,71,113,1,112
21/08/2022 15:00,18,9,9,168,91,77,200,107,93,0,0,0,8,8,0,8,8,0,0,0,0,129,51,78,0,,56,2,54,95,2,93
21/08/2022 16:00,17,5,12,133,80,53,187,102,85,0,0,0,15,15,0,0,0,0,0,0,0,133,54,79,0,,97,0,97,94,0,94
21/08/2022 17:00,10,3,7,104,61,43,142,70,72,0,0,0,13,13,0,0,0,0,0,0,0,151,79,72,0,,108,0,108,77,0,77
21/08/2022 18:00,8,3,5,113,62,51,167,98,69,0,0,0,12,12,0,0,0,0,0,0,0,108,48,60,0,,97,2,95,77,1,76
21/08/2022 19:00,7,2,5,76,45,31,133,76,57,0,0,0,8,8,0,0,0,0,0,0,0,142,75,67,0,,87,0,87,70,0,70
21/08/2022 20:00,11,4,7,41,24,17,81,41,40,0,0,0,6,6,0,0,0,0,0,0,0,85,40,45,0,,55,0,55,75,0,75
21/08/2022 21:00,7,2,5,18,12,6,32,13,19,0,0,0,10,9,1,0,0,0,0,0,0,90,52,38,0,,60,1,59,69,0,69
21/08/2022 22:00,6,1,5,10,6,4,12,6,6,0,0,0,10,10,0,0,0,0,0,0,0,51,34,17,0,,27,2,25,43,2,41
21/08/2022 23:00,2,0,2,3,1,2,7,3,4,0,0,0,1,1,0,0,0,0,0,0,0,34,26,8,0,,46,0,46,15,0,15
22/08/2022 00:00,0,0,0,2,2,0,5,2,3,0,0,0,1,1,0,0,0,0,0,0,0,23,18,5,0,,15,0,15,21,0,21
22/08/2022 01:00,0,0,0,2,2,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,6,5,1,0,,1,0,1,0,0,0
22/08/2022 02:00,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,,7,0,7,4,0,4
22/08/2022 03:00,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,3,0,3,1,0,1
22/08/2022 04:00,0,0,0,2,2,0,5,2,3,0,0,0,2,2,0,0,0,0,0,0,0,7,2,5,0,,2,0,2,1,0,1
22/08/2022 05:00,1,1,0,8,6,2,13,8,5,0,0,0,6,6,0,0,0,0,0,0,0,24,7,17,0,,1,0,1,5,0,5
22/08/2022 06:00,6,5,1,24,18,6,20,13,7,0,0,0,23,22,1,0,0,0,0,0,0,138,32,106,0,,12,0,12,28,0,28
22/08/2022 07:00,10,2,8,67,48,19,74,57,17,0,0,0,45,45,0,0,0,0,0,0,0,288,71,217,0,,31,0,31,85,0,85
22/08/2022 08:00,13,8,5,65,50,15,102,79,23,0,0,0,56,56,0,0,0,0,0,0,0,399,64,335,0,,49,1,48,142,0,142
22/08/2022 09:00,8,6,2,36,23,13,52,31,21,0,0,0,24,24,0,0,0,0,0,0,0,194,47,147,0,,34,1,33,110,0,110
22/08/2022 10:00,8,5,3,47,24,23,60,27,33,0,0,0,19,19,0,0,0,0,0,0,0,71,24,47,0,,26,0,26,74,0,74
22/08/2022 11:00,6,1,5,35,20,15,55,33,22,0,0,0,6,6,0,0,0,0,0,0,0,90,31,59,0,,40,0,40,63,0,63
22/08/2022 12:00,10,6,4,40,20,20,31,18,13,0,0,0,7,7,0,0,0,0,0,0,0,110,41,69,0,,54,0,54,80,1,79
22/08/2022 13:00,12,1,11,43,21,22,83,35,48,0,0,0,17,17,0,0,0,0,0,0,0,183,40,143,0,,66,0,66,100,0,100
22/08/2022 14:00,11,2,9,59,24,35,58,21,37,0,0,0,13,13,0,0,0,0,0,0,0,178,47,131,0,,62,1,61,79,0,79
22/08/2022 15:00,17,7,10,52,25,27,71,33,38,0,0,0,9,9,0,0,0,0,0,0,0,152,70,82,0,,75,0,75,78,0,78
22/08/2022 16:00,27,9,18,68,25,43,106,38,68,0,0,0,10,10,0,0,0,0,0,0,0,206,115,91,0,,127,1,126,70,0,70
22/08/2022 17:00,68,24,44,150,50,100,192,62,130,0,0,0,19,19,0,0,0,0,0,0,0,394,257,137,0,,198,1,197,114,1,113
22/08/2022 18:00,39,11,28,162,65,97,213,81,132,0,0,0,11,11,0,0,0,0,0,0,0,289,176,113,0,,180,0,180,95,0,95
22/08/2022 19:00,28,10,18,135,67,68,158,73,85,0,0,0,4,4,0,0,0,0,0,0,0,200,125,75,0,,146,1,145,109,0,109
22/08/2022 20:00,17,10,7,73,38,35,100,42,58,0,0,0,11,11,0,0,0,0,0,0,0,118,70,48,0,,98,1,97,76,0,76
22/08/2022 21:00,9,5,4,24,15,9,42,22,20,0,0,0,9,9,0,0,0,0,0,0,0,90,45,45,0,,66,1,65,49,1,48
22/08/2022 22:00,6,4,2,13,5,8,27,13,14,0,0,0,4,4,0,0,0,0,0,0,0,57,43,14,0,,57,0,57,28,0,28
22/08/2022 23:00,7,4,3,6,3,3,6,1,5,0,0,0,2,2,0,0,0,0,0,0,0,41,30,11,0,,31,0,31,17,0,17
23/08/2022 00:00,2,1,1,4,1,3,5,1,4,0,0,0,1,1,0,0,0,0,0,0,0,21,16,5,0,,21,0,21,12,0,12
23/08/2022 01:00,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,,5,0,5,3,0,3
23/08/2022 02:00,1,1,0,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,6,4,2,0,,3,0,3,2,0,2
23/08/2022 03:00,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,,8,0,8,3,0,3
23/08/2022 04:00,3,0,3,2,1,1,5,2,3,0,0,0,2,2,0,0,0,0,0,0,0,3,1,2,0,,2,0,2,3,0,3
23/08/2022 05:00,3,3,0,12,9,3,12,10,2,0,0,0,9,9,0,0,0,0,0,0,0,39,10,29,0,,1,0,1,4,0,4
23/08/2022 06:00,17,13,4,38,27,11,37,25,12,0,0,0,23,23,0,0,0,0,0,0,0,163,33,130,0,,10,0,10,34,0,34
23/08/2022 07:00,59,51,8,105,79,26,106,77,29,0,0,0,67,67,0,0,0,0,0,0,0,342,67,275,0,,32,0,32,98,0,98
23/08/2022 08:00,130,111,19,125,98,27,152,121,31,0,0,0,93,93,0,0,0,0,0,0,0,588,95,493,0,,70,1,69,222,2,220
23/08/2022 09:00,39,34,5,67,43,24,89,53,36,0,0,0,45,45,0,0,0,0,0,0,0,269,47,222,0,,28,0,28,123,1,122
23/08/2022 10:00,17,13,4,68,32,36,80,35,45,0,0,0,21,21,0,0,0,0,0,0,0,93,31,62,0,,36,0,36,59,0,59
23/08/2022 11:00,12,10,2,80,35,45,105,46,59,0,0,0,15,15,0,0,0,0,0,0,0,92,37,55,0,,43,0,43,77,1,76
23/08/2022 12:00,15,9,6,79,43,36,87,44,43,0,0,0,6,6,0,0,0,0,0,0,0,121,37,84,0,,58,2,56,105,1,104
23/08/2022 13:00,29,12,17,65,35,30,82,39,43,0,0,0,6,6,0,0,0,0,0,0,0,115,59,56,0,,92,0,92,84,1,83
23/08/2022 14:00,23,10,13,66,30,36,99,39,60,0,0,0,1,1,0,0,0,0,0,0,0,126,63,63,0,,58,0,58,90,0,90
23/08/2022 15:00,19,7,12,71,28,43,111,50,61,0,0,0,7,7,0,0,0,0,0,0,0,149,84,65,0,,76,0,76,65,0,65
23/08/2022 16:00,34,15,19,108,37,71,130,41,89,0,0,0,2,2,0,0,0,0,0,0,0,257,150,107,0,,125,2,123,98,0,98
23/08/2022 17:00,91,23,68,151,42,109,214,56,158,0,0,0,17,17,0,0,0,0,0,0,0,471,323,148,0,,231,1,230,122,2,120
23/08/2022 18:00,49,10,39,178,62,116,225,78,147,0,0,0,11,11,0,0,0,0,0,0,0,359,234,125,0,,203,1,202,128,0,128
23/08/2022 19:00,31,19,12,182,73,109,200,82,118,0,0,0,12,12,0,0,0,0,0,0,0,251,160,91,0,,119,1,118,103,0,103
23/08/2022 20:00,24,7,17,133,76,57,173,96,77,0,0,0,1,1,0,0,0,0,0,0,0,144,75,69,0,,89,0,89,81,0,81
23/08/2022 21:00,17,7,10,30,19,11,55,36,19,0,0,0,8,8,0,0,0,0,0,0,0,121,76,45,0,,64,0,64,65,1,64
23/08/2022 22:00,11,6,5,15,9,6,28,12,16,0,0,0,9,9,0,0,0,0,0,0,0,73,45,28,0,,16,0,16,37,1,36
23/08/2022 23:00,3,1,2,5,2,3,14,4,10,0,0,0,4,4,0,0,0,0,0,0,0,36,24,12,0,,0,0,0,14,0,14
24/08/2022 00:00,6,2,4,3,2,1,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,26,22,4,0,,2,0,2,9,0,9
24/08/2022 01:00,2,0,2,3,1,2,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,0,,2,0,2,0,0,0
24/08/2022 02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,2,0,,9,0,9,3,0,3
24/08/2022 03:00,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,7,0,7,3,0,3
24/08/2022 04:00,1,0,1,2,0,2,3,1,2,0,0,0,3,3,0,0,0,0,0,0,0,5,0,5,0,,1,0,1,5,0,5
24/08/2022 05:00,4,4,0,10,8,2,16,11,5,0,0,0,4,4,0,0,0,0,0,0,0,29,2,27,0,,5,0,5,4,0,4
24/08/2022 06:00,17,13,4,40,26,14,50,31,19,0,0,0,28,28,0,0,0,0,0,0,0,168,34,134,0,,12,0,12,42,0,42
24/08/2022 07:00,54,50,4,83,68,15,84,67,17,0,0,0,68,68,0,0,0,0,0,0,0,312,78,234,0,,36,2,34,91,0,91
24/08/2022 08:00,129,117,12,137,102,35,174,138,36,0,0,0,77,76,1,0,0,0,0,0,0,626,108,518,0,,70,1,69,197,1,196
24/08/2022 09:00,36,29,7,71,44,27,104,61,43,0,0,0,50,49,1,0,0,0,0,0,0,251,49,202,0,,55,1,54,140,0,140
24/08/2022 10:00,20,16,4,73,35,38,77,27,50,0,0,0,17,17,0,0,0,0,0,0,0,90,27,63,0,,27,0,27,67,0,67
24/08/2022 11:00,14,12,2,49,25,24,72,33,39,0,0,0,7,7,0,0,0,0,0,0,0,88,31,57,0,,45,0,45,66,0,66
24/08/2022 12:00,28,16,12,72,38,34,79,37,42,0,0,0,11,10,1,0,0,0,0,0,0,101,33,68,0,,69,1,68,114,1,113
24/08/2022 13:00,15,7,8,69,25,44,87,28,59,0,0,0,18,18,0,0,0,0,0,0,0,141,73,68,0,,80,0,80,101,0,101
